from_stop_id,to_stop_id,transfer_type,min_transfer_time,min_walk_time,min_wheelchair_time,suggested_buffer_time,wheelchair_transfer,from_trip_id,to_trip_id
WR-0325-01,WR-0325-B,1,,,,,,NorthJune2WKDY-739846-255-HaverhillBradfordVan,NorthJune2WKDY-739846-255-HaverhillBradfordVanV1
WR-0325-01,WR-0325-B,1,,,,,,NorthJune2WKDY-739848-259-HaverhillBradfordVan,NorthJune2WKDY-739848-259-HaverhillBradfordVanV1
WR-0325-01,WR-0325-B,1,,,,,,NorthJune2WKDY-739852-271-HaverhillBradfordVan,NorthJune2WKDY-739852-271-HaverhillBradfordVanV1
WR-0325-01,WR-0325-B,1,,,,,,NorthJune2WKDY-739854-277-HaverhillBradfordVan,NorthJune2WKDY-739854-277-HaverhillBradfordVanV1
WR-0325-01,WR-0325-B,1,,,,,,NorthJune2WKDY-739857-285-HaverhillBradfordVan,NorthJune2WKDY-739857-285-HaverhillBradfordVanV1
WR-0325-01,WR-0325-B,1,,,,,,NorthJune2WKDY-739858-293-HaverhillBradfordVan,NorthJune2WKDY-739858-293-HaverhillBradfordVanV1
WR-0325-01,WR-0325-B,1,,,,,,NorthJune2WKDY-739849-265-HaverhillBradfordVan,NorthJune2WKDY-739849-265-HaverhillBradfordVanV1
WR-0325-01,WR-0325-B,1,,,,,,NorthJune2WKND-740085-5217-HaverhillBradfordVan,NorthJune2WKND-740085-5217-HaverhillBradfordVanV1
WR-0325-01,WR-0325-B,1,,,,,,NorthJune2WKND-740087-5225-HaverhillBradfordVan,NorthJune2WKND-740087-5225-HaverhillBradfordVanV1
WR-0325-01,WR-0325-B,1,,,,,,NorthJune2WKND-740089-5235-HaverhillBradfordVan,NorthJune2WKND-740089-5235-HaverhillBradfordVanV1
WR-0325-01,WR-0325-B,1,,,,,,NorthJune2WKND-740091-5243-HaverhillBradfordVan,NorthJune2WKND-740091-5243-HaverhillBradfordVanV1
WR-0325-01,WR-0325-B,1,,,,,,NorthJune2WKND-740092-5251-HaverhillBradfordVan,NorthJune2WKND-740092-5251-HaverhillBradfordVanV1
WR-0325-01,WR-0325-B,1,,,,,,NorthJune2WKND-740095-5263-HaverhillBradfordVan,NorthJune2WKND-740095-5263-HaverhillBradfordVanV1
WR-0325-01,WR-0325-B,1,,,,,,NorthJune2WKND-740097-5279-HaverhillBradfordVan,NorthJune2WKND-740097-5279-HaverhillBradfordVanV1
WR-0325-01,WR-0325-B,1,,,,,,NorthJune2WKND-740099-5291-HaverhillBradfordVan,NorthJune2WKND-740099-5291-HaverhillBradfordVanV1
WR-0325-B,WR-0325-01,1,,,,,,NorthJune2WKDY-739834-218-HaverhillBradfordVanV1,NorthJune2WKDY-739834-218-HaverhillBradfordVan
WR-0325-B,WR-0325-01,1,,,,,,NorthJune2WKDY-739830-208-HaverhillBradfordVanV1,NorthJune2WKDY-739830-208-HaverhillBradfordVan
WR-0325-B,WR-0325-01,1,,,,,,NorthJune2WKDY-739833-212-HaverhillBradfordVanV1,NorthJune2WKDY-739833-212-HaverhillBradfordVan
WR-0325-B,WR-0325-01,1,,,,,,NorthJune2WKDY-739836-224-HaverhillBradfordVanV1,NorthJune2WKDY-739836-224-HaverhillBradfordVan
WR-0325-B,WR-0325-01,1,,,,,,NorthJune2WKDY-739838-232-HaverhillBradfordVanV1,NorthJune2WKDY-739838-232-HaverhillBradfordVan
WR-0325-B,WR-0325-01,1,,,,,,NorthJune2WKDY-739840-238-HaverhillBradfordVanV1,NorthJune2WKDY-739840-238-HaverhillBradfordVan
WR-0325-B,WR-0325-01,1,,,,,,NorthJune2WKDY-739843-244-HaverhillBradfordVanV1,NorthJune2WKDY-739843-244-HaverhillBradfordVan
WR-0325-B,WR-0325-01,1,,,,,,NorthJune2WKDY-739845-250-HaverhillBradfordVanV1,NorthJune2WKDY-739845-250-HaverhillBradfordVan
WR-0325-B,WR-0325-01,1,,,,,,NorthJune2WKDY-739847-256-HaverhillBradfordVanV1,NorthJune2WKDY-739847-256-HaverhillBradfordVan
WR-0325-B,WR-0325-01,1,,,,,,NorthJune2WKDY-739850-266-HaverhillBradfordVanV1,NorthJune2WKDY-739850-266-HaverhillBradfordVan
WR-0325-B,WR-0325-01,1,,,,,,NorthJune2WKDY-739853-274-HaverhillBradfordVanV1,NorthJune2WKDY-739853-274-HaverhillBradfordVan
WR-0325-B,WR-0325-01,1,,,,,,NorthJune2WKDY-739856-282-HaverhillBradfordVanV1,NorthJune2WKDY-739856-282-HaverhillBradfordVan
WR-0325-B,WR-0325-01,1,,,,,,NorthJune2WKND-740084-5208-HaverhillBradfordVanV1,NorthJune2WKND-740084-5208-HaverhillBradfordVan
WR-0325-B,WR-0325-01,1,,,,,,NorthJune2WKND-740086-5224-HaverhillBradfordVanV1,NorthJune2WKND-740086-5224-HaverhillBradfordVan
WR-0325-B,WR-0325-01,1,,,,,,NorthJune2WKND-740088-5234-HaverhillBradfordVanV1,NorthJune2WKND-740088-5234-HaverhillBradfordVan
WR-0325-B,WR-0325-01,1,,,,,,NorthJune2WKND-740090-5242-HaverhillBradfordVanV1,NorthJune2WKND-740090-5242-HaverhillBradfordVan
WR-0325-B,WR-0325-01,1,,,,,,NorthJune2WKND-740093-5252-HaverhillBradfordVanV1,NorthJune2WKND-740093-5252-HaverhillBradfordVan
WR-0325-B,WR-0325-01,1,,,,,,NorthJune2WKND-740094-5262-HaverhillBradfordVanV1,NorthJune2WKND-740094-5262-HaverhillBradfordVan
WR-0325-B,WR-0325-01,1,,,,,,NorthJune2WKND-740096-5274-HaverhillBradfordVanV1,NorthJune2WKND-740096-5274-HaverhillBradfordVan
WR-0325-B,WR-0325-01,1,,,,,,NorthJune2WKND-740098-5284-HaverhillBradfordVanV1,NorthJune2WKND-740098-5284-HaverhillBradfordVan
10642,70001,2,133,73,148,60,1,,
10642,875,2,225,105,190,120,1,,
10642,Forest Hills-01,2,133,73,148,60,1,,
10642,Forest Hills-02,2,133,73,148,60,1,,
10642,NEC-2237,2,454,154,259,300,1,,
10642,NEC-2237-03,2,454,154,259,300,1,,
10642,NEC-2237-05,2,454,154,259,300,1,,
11384,176,2,178,58,75,120,1,,
11384,23391,2,196,76,99,120,1,,
11384,70014,2,136,76,131,60,1,,
11384,70015,2,136,76,131,60,1,,
11384,NEC-2276,2,338,38,49,300,1,,
11384,NEC-2276-01,2,371,71,144,300,1,,
11384,NEC-2276-02,2,370,70,167,300,1,,
11384,NEC-2276-03,2,371,71,144,300,1,,
11384,WML-0012-05,2,443,143,233,300,1,,
11384,WML-0012-07,2,443,143,233,300,1,,
11531,70006,2,115,55,126,60,1,,
11531,70007,2,115,55,126,60,1,,
11531,9070007,2,161,41,53,120,1,,
121,70085,2,255,195,299,60,1,,
121,70086,2,255,195,299,60,1,,
121,70095,2,251,191,294,60,1,,
121,70096,2,251,191,294,60,1,,
121,MM-0023-S,2,388,88,114,300,1,,
1222,1258,2,230,110,142,120,1,,
1222,1323,2,223,103,133,120,1,,
1222,1357,2,207,87,113,120,1,,
1222,70008,2,212,152,243,60,1,,
1222,70009,2,212,152,243,60,1,,
1258,1222,2,230,110,142,120,1,,
1258,1323,2,180,60,77,120,1,,
1258,1357,2,164,44,57,120,1,,
1258,70008,2,168,108,187,60,1,,
1258,70009,2,168,108,187,60,1,,
13,70083,2,145,85,169,60,1,,
13,70084,2,143,83,167,60,1,,
1323,1222,2,223,103,133,120,1,,
1323,1258,2,180,60,77,120,1,,
1323,1357,2,157,37,48,120,1,,
1323,70008,2,161,101,178,60,1,,
1323,70009,2,161,101,178,60,1,,
1357,1222,2,207,87,113,120,1,,
1357,1258,2,164,44,57,120,1,,
1357,1323,2,157,37,48,120,1,,
1357,70008,2,145,85,158,60,1,,
1357,70009,2,145,85,158,60,1,,
141,70061,2,204,144,241,60,1,,
141,9070061,2,167,47,60,120,1,,
141,Alewife-01,2,204,144,241,60,1,,
141,Alewife-02,2,204,144,241,60,1,,
150,151,2,143,23,29,120,1,,
150,70081,2,112,52,138,60,1,,
150,70082,2,112,52,138,60,1,,
151,150,2,143,23,29,120,1,,
151,70081,2,121,61,150,60,1,,
151,70082,2,121,61,150,60,1,,
15796,15797,2,141,21,27,120,1,,
15796,15798,2,157,37,48,120,1,,
15796,15799,2,177,57,74,120,1,,
15796,15800,2,197,77,100,120,1,,
15796,70059,2,136,76,96,60,1,,
15796,70060,2,243,183,261,60,1,,
15797,15796,2,141,21,27,120,1,,
15797,15798,2,142,22,28,120,1,,
15797,15799,2,162,42,55,120,1,,
15797,15800,2,183,63,81,120,1,,
15797,70059,2,121,61,77,60,1,,
15797,70060,2,228,168,242,60,1,,
15798,15796,2,157,37,48,120,1,,
15798,15797,2,142,22,28,120,1,,
15798,15799,2,178,58,75,120,1,,
15798,15800,2,198,78,101,120,1,,
15798,70059,2,137,77,97,60,1,,
15798,70060,2,244,184,263,60,1,,
15799,15796,2,177,57,74,120,1,,
15799,15797,2,162,42,55,120,1,,
15799,15798,2,178,58,75,120,1,,
15799,15800,2,219,99,128,120,1,,
15799,70059,2,158,98,123,60,1,,
15799,70060,2,264,204,289,60,1,,
15800,15796,2,197,77,100,120,1,,
15800,15797,2,183,63,81,120,1,,
15800,15798,2,198,78,101,120,1,,
15800,15799,2,219,99,128,120,1,,
15800,70059,2,178,118,150,60,1,,
15800,70060,2,284,224,315,60,1,,
15880,5879,2,179,59,161,120,1,,
15880,5880,2,179,59,161,120,1,,
15880,70051,2,106,46,140,60,1,,
15880,70052,2,80,20,24,60,1,,
176,11384,2,178,58,75,120,1,,
176,23391,2,236,116,150,120,1,,
176,70014,2,172,112,178,60,1,,
176,70015,2,172,112,178,60,1,,
176,NEC-2276,2,359,59,76,300,1,,
176,NEC-2276-01,2,406,106,189,300,1,,
176,NEC-2276-02,2,392,92,195,300,1,,
176,NEC-2276-03,2,406,106,189,300,1,,
176,WML-0012-05,2,486,186,289,300,1,,
176,WML-0012-07,2,486,186,289,300,1,,
17861,17862,2,160,40,111,120,1,,
17861,17863,2,172,52,127,120,1,,
17861,70010,2,116,56,145,60,1,,
17861,70011,2,116,56,145,60,1,,
17861,NEC-2265,2,325,25,32,300,1,,
17861,NEC-2265-01,2,353,53,118,300,1,,
17861,NEC-2265-02,2,457,157,263,300,1,,
17861,NEC-2265-03,2,353,53,118,300,1,,
17862,17861,2,160,40,111,120,1,,
17862,17863,2,132,12,15,120,1,,
17862,70010,2,116,56,205,60,1,,
17862,70011,2,116,56,205,60,1,,
17862,NEC-2265,2,330,30,99,300,1,,
17862,NEC-2265-01,2,332,32,152,300,1,,
17862,NEC-2265-02,2,431,131,169,300,1,,
17862,NEC-2265-03,2,332,32,152,300,1,,
17863,17861,2,172,52,127,120,1,,
17863,17862,2,132,12,15,120,1,,
17863,70010,2,127,67,220,60,1,,
17863,70011,2,127,67,220,60,1,,
17863,NEC-2265,2,342,42,114,300,1,,
17863,NEC-2265-01,2,344,44,161,300,1,,
17863,NEC-2265-02,2,442,142,184,300,1,,
17863,NEC-2265-03,2,344,44,161,300,1,,
185,18511,2,146,26,34,120,1,,
185,70275,2,155,35,42,120,1,,
185,70276,2,153,33,40,120,1,,
18511,185,2,146,26,34,120,1,,
18511,70275,2,177,57,71,120,1,,
18511,70276,2,149,29,35,120,1,,
187,188,2,172,52,67,120,1,,
187,70012,2,130,70,135,60,1,,
187,70013,2,130,70,135,60,1,,
187,9070012,2,262,142,183,120,1,,
187,9070013,2,292,172,223,120,1,,
188,187,2,172,52,67,120,1,,
188,70012,2,134,74,141,60,1,,
188,70013,2,134,74,141,60,1,,
188,9070012,2,266,146,189,120,1,,
188,9070013,2,265,145,188,120,1,,
21917,21918,2,167,47,61,120,1,,
21917,70174,2,267,147,187,120,1,,
21917,70175,2,269,149,189,120,1,,
21918,21917,2,167,47,61,120,1,,
21918,70174,2,243,123,156,120,1,,
21918,70175,2,295,175,224,120,1,,
23391,11384,2,196,76,99,120,1,,
23391,176,2,236,116,150,120,1,,
23391,70014,2,159,99,162,60,1,,
23391,70015,2,159,99,162,60,1,,
23391,NEC-2276,2,363,63,82,300,1,,
23391,NEC-2276-01,2,343,43,108,300,1,,
23391,NEC-2276-02,2,383,83,183,300,1,,
23391,NEC-2276-03,2,343,43,108,300,1,,
23391,WML-0012-05,2,481,181,282,300,1,,
23391,WML-0012-07,2,481,181,282,300,1,,
29001,29002,2,136,16,21,120,1,,
29001,29003,2,145,25,33,120,1,,
29001,29004,2,155,35,45,120,1,,
29001,29005,2,164,44,57,120,1,,
29001,29006,2,174,54,70,120,1,,
29001,29007,2,237,117,141,120,1,,
29001,29008,2,231,111,134,120,1,,
29001,29009,2,241,121,147,120,1,,
29001,29010,2,250,130,158,120,1,,
29001,29011,2,248,128,156,120,1,,
29001,29012,2,256,136,165,120,1,,
29001,29013,2,266,146,179,120,1,,
29001,29014,2,275,155,190,120,1,,
29001,70030,2,136,76,135,60,1,,
29001,70031,2,136,76,135,60,1,,
29002,29001,2,136,16,21,120,1,,
29002,29003,2,130,10,13,120,1,,
29002,29004,2,139,19,25,120,1,,
29002,29005,2,148,28,37,120,1,,
29002,29006,2,158,38,49,120,1,,
29002,29007,2,216,96,124,120,1,,
29002,29008,2,210,90,116,120,1,,
29002,29009,2,220,100,129,120,1,,
29002,29010,2,229,109,141,120,1,,
29002,29011,2,227,107,139,120,1,,
29002,29012,2,235,115,148,120,1,,
29002,29013,2,245,125,162,120,1,,
29002,29014,2,254,134,173,120,1,,
29002,70030,2,133,73,129,60,1,,
29002,70031,2,133,73,129,60,1,,
29003,29001,2,145,25,33,120,1,,
29003,29002,2,130,10,13,120,1,,
29003,29004,2,130,10,13,120,1,,
29003,29005,2,139,19,24,120,1,,
29003,29006,2,149,29,37,120,1,,
29003,29007,2,206,86,112,120,1,,
29003,29008,2,201,81,104,120,1,,
29003,29009,2,211,91,117,120,1,,
29003,29010,2,220,100,129,120,1,,
29003,29011,2,218,98,127,120,1,,
29003,29012,2,225,105,136,120,1,,
29003,29013,2,236,116,149,120,1,,
29003,29014,2,245,125,161,120,1,,
29003,70030,2,131,71,126,60,1,,
29003,70031,2,131,71,126,60,1,,
29004,29001,2,155,35,45,120,1,,
29004,29002,2,139,19,25,120,1,,
29004,29003,2,130,10,13,120,1,,
29004,29005,2,129,9,11,120,1,,
29004,29006,2,139,19,24,120,1,,
29004,29007,2,196,76,99,120,1,,
29004,29008,2,191,71,91,120,1,,
29004,29009,2,201,81,104,120,1,,
29004,29010,2,210,90,116,120,1,,
29004,29011,2,208,88,114,120,1,,
29004,29012,2,215,95,123,120,1,,
29004,29013,2,226,106,136,120,1,,
29004,29014,2,235,115,148,120,1,,
29004,70030,2,128,68,135,60,1,,
29004,70031,2,128,68,135,60,1,,
29005,29001,2,164,44,57,120,1,,
29005,29002,2,148,28,37,120,1,,
29005,29003,2,139,19,24,120,1,,
29005,29004,2,129,9,11,120,1,,
29005,29006,2,130,10,13,120,1,,
29005,29007,2,188,68,88,120,1,,
29005,29008,2,182,62,80,120,1,,
29005,29009,2,192,72,93,120,1,,
29005,29010,2,201,81,105,120,1,,
29005,29011,2,199,79,103,120,1,,
29005,29012,2,207,87,112,120,1,,
29005,29013,2,217,97,126,120,1,,
29005,29014,2,226,106,137,120,1,,
29005,70030,2,137,77,135,60,1,,
29005,70031,2,137,77,135,60,1,,
29006,29001,2,174,54,70,120,1,,
29006,29002,2,158,38,49,120,1,,
29006,29003,2,149,29,37,120,1,,
29006,29004,2,139,19,24,120,1,,
29006,29005,2,130,10,13,120,1,,
29006,29007,2,178,58,75,120,1,,
29006,29008,2,172,52,67,120,1,,
29006,29009,2,182,62,80,120,1,,
29006,29010,2,191,71,92,120,1,,
29006,29011,2,189,69,90,120,1,,
29006,29012,2,197,77,99,120,1,,
29006,29013,2,207,87,113,120,1,,
29006,29014,2,216,96,124,120,1,,
29006,70030,2,146,86,135,60,1,,
29006,70031,2,146,86,135,60,1,,
29007,29001,2,234,114,138,120,1,,
29007,29002,2,214,94,121,120,1,,
29007,29003,2,204,84,109,120,1,,
29007,29004,2,194,74,96,120,1,,
29007,29005,2,186,66,85,120,1,,
29007,29006,2,176,56,72,120,1,,
29007,29008,2,135,15,20,120,1,,
29007,29009,2,146,26,33,120,1,,
29007,29010,2,155,35,45,120,1,,
29007,29011,2,143,23,29,120,1,,
29007,29012,2,150,30,38,120,1,,
29007,29013,2,160,40,51,120,1,,
29007,29014,2,169,49,63,120,1,,
29007,70030,2,202,142,207,60,1,,
29007,70031,2,202,142,207,60,1,,
29008,29001,2,229,109,131,120,1,,
29008,29002,2,208,88,114,120,1,,
29008,29003,2,199,79,102,120,1,,
29008,29004,2,189,69,89,120,1,,
29008,29005,2,180,60,78,120,1,,
29008,29006,2,170,50,65,120,1,,
29008,29007,2,135,15,20,120,1,,
29008,29009,2,131,11,14,120,1,,
29008,29010,2,140,20,25,120,1,,
29008,29011,2,148,28,36,120,1,,
29008,29012,2,154,34,44,120,1,,
29008,29013,2,164,44,57,120,1,,
29008,29014,2,173,53,69,120,1,,
29008,70030,2,196,136,200,60,1,,
29008,70031,2,196,136,200,60,1,,
29009,29001,2,239,119,144,120,1,,
29009,29002,2,218,98,127,120,1,,
